en,th
olivine,โอลิวีน
olivine,โอลิวีน
omphacite,ออมฟาไซต์
omphacite,ออมฟาไซต์
onyx,โอนิกซ์
onyx,โอนิกซ์
opal,โอพอล
opal,โอปอ
opal,โอพอล
opal,โอปอ
opalite,โอพาไลต์
opalite,โอพาไลต์
orcelite,ออร์เซไลต์
orcelite,ออร์เซไลต์
orpiment,ออร์พิเมนต์
orpiment,ออร์พิเมนต์
orthite,ออร์ไทต์
orthite,ออร์ไทต์
ortoclase,ออร์โทเคลส
ortoclase,ออร์โทเคลส
osbornite,ออสบอร์ไนต์
osbornite,ออสบอร์ไนต์
osumilite,โอซุมิไลต์
osumilite,โอซุมิไลต์
otavite,โอเทไวต์
otavite,โอเทไวต์
ottrelite,ออตเทรไลต์
ottrelite,ออตเทรไลต์
pachnolite,แพกโนไลต์
pachnolite,แพกโนไลต์
padparradscha,แพดพาแรดชา
padparradscha,แพดพาแรดชา
pagodite,พาโกไดต์
pagodite,พาโกไดต์
palladium,แพลเลเดียม
palladium,แพลเลเดียม
palygorskite,แพลิกอร์สไกต์
palygorskite,แพลิกอร์สไกต์
pandermite,แพนเดอร์ไมต์
pandermite,แพนเดอร์ไมต์
papagoite,พาพาโกไอต์
papagoite,พาพาโกไอต์
paradamite,พาราดาไมต์
paradamite,พาราดาไมต์
paragonite,พาราโกไนต์
paragonite,พาราโกไนต์
parasymplesite,พาราซิมพลิไซต์
parasymplesite,พาราซิมพลิไซต์
paravauxite,พาราว็อกไซต์
paravauxite,พาราว็อกไซต์
pargasite,พาร์กาไซต์
pargasite,พาร์กาไซต์
parisite,แพริไซต์
parisite,แพริไซต์
pectolite,เพกโทไลต์
pectolite,เพกโทไลต์
pentlandite,เพนต์แลนไดต์
pentlandite,เพนต์แลนไดต์
peninte,เพนนิไนต์
peninte,เพนนิไนต์
pariclase,เพริเคลส
pariclase,เพริเคลส
peridot,เพริดอต
peridot,เพริดอต
perrovskite,เพอรอฟสไกต์
perrovskite,เพอรอฟสไกต์
perthite,เพอร์ไทต์
perthite,เพอร์ไทต์
petalite,เพทาไลต์
petalite,เพทาไลต์
pharmacolite,ฟาร์มาโคไลต์
pharmacolite,ฟาร์มาโคไลต์
phamacosiderite,ฟาร์มาโคซิเดอไรต์
phamacosiderite,ฟาร์มาโคซิเดอไรต์
phenakite,เฟเนไคต์
phenakite,เฟเนไคต์
phengite,เฟนไกต์
phengite,เฟนไกต์
phillipsite,ฟิลลิปไซต์
phillipsite,ฟิลลิปไซต์
phlogopite,โฟลโกไพต์
phlogopite,โฟลโกไพต์
phosphophyllite,ฟอสฟูฟิลไลต์
phosphophyllite,ฟอสฟูฟิลไลต์
phosgenite,ฟอสจีไนต์
phosgenite,ฟอสจีไนต์
phosphorite,ฟอสฟอไรต์
phosphorite,ฟอสฟอไรต์
phosphuranylite,ฟอสฟูแรนิไลต์
phosphuranylite,ฟอสฟูแรนิไลต์
picotite,พิโคไทต์
picotite,พิโคไทต์
picromerite,พิโครเมอไรต์
picromerite,พิโครเมอไรต์
piedmontite,พิดมอนไทต์
piedmontite,พิดมอนไทต์
pigeonite,พิจิโอไนต์
pigeonite,พิจิโอไนต์
pinite,ไพไนต์
pinite,ไพไนต์
pinnoite,พินโนไอต์
pinnoite,พินโนไอต์
pitchblende,พิตช์เบลนด์
pitchblende,พิตช์เบลนด์
plagioclase,แพลจิโอเคลส
plagioclase,แพลจิโอเคลส
plancheite,แพลนชีไอต์
plancheite,แพลนชีไอต์
plasma,พลาสมา
plasma,พลาสมา
platinum,แพลทินัม
platinum,แพลทินัม
plattnerite,แพลตต์เนอไรต์
plattnerite,แพลตต์เนอไรต์
pleonaste,พลีโอนาสต์
pleonaste,พลีโอนาสต์
plumbago,พลัมบาโก
plumbago,พลัมบาโก
polianite,พอเลียไนต์
polianite,พอเลียไนต์
pollucite,พอลลูไซต์
pollucite,พอลลูไซต์
polybasite,พอลิเบไซต์
polybasite,พอลิเบไซต์
polyhalite,พอลิเฮไลต์
polyhalite,พอลิเฮไลต์
polylithionite,พอลิลิทิโอไนต์
polylithionite,พอลิลิทิโอไนต์
portlandite,พอร์ตแลนไดต์
portlandite,พอร์ตแลนไดต์
potash,โพแทช
potash,โพแทช
powellite,เพาเวลไลต์
powellite,เพาเวลไลต์
praeseodymium,แพรซิโอดิเมียม
praeseodymium,แพรซิโอดิเมียม
prase,เพรส
prase,เพรส
prehnite,พรีห์ไนต์
prehnite,พรีห์ไนต์
priceite,ไพรไซต์
priceite,ไพรไซต์
probertite,โพรเบอร์ไทต์
probertite,โพรเบอร์ไทต์
promethium,โพรมิเทียม
promethium,โพรมิเทียม
proustite,พรูสไทต์
proustite,พรูสไทต์
pseudoboleite,ซูโดโบลีไอต์
pseudoboleite,ซูโดโบลีไอต์
pseudobrookite,ซูโดบรูไคต์
pseudobrookite,ซูโดบรูไคต์
pseudomalachite,ซูโดมาลาไคต์
pseudomalachite,ซูโดมาลาไคต์
psilomelane,ไซโลมิเลน
psilomelane,ไซโลมิเลน
pucherite,พูเซอไรต์
pucherite,พูเซอไรต์
pumpellyite,พัมเพลล์ไยต์
pumpellyite,พัมเพลล์ไยต์
purpurite,เพอร์พูไรต์
purpurite,เพอร์พูไรต์
pyrargyrite,ไพราร์จีไรต์
pyrargyrite,ไพราร์จีไรต์
pyrite,ไพไรต์
pyrite,ไพไรต์
pyroaurite,ไพโรออไรต์
pyroaurite,ไพโรออไรต์
pyrochlore,ไพโรคลอร์
pyrochlore,ไพโรคลอร์
pyrolusite,ไพโรลูไซต์
pyrolusite,ไพโรลูไซต์
pyromorphite,ไพโรมอร์ไฟต์
pyromorphite,ไพโรมอร์ไฟต์
pyrope,ไพโรป
pyrope,ไพโรป
pyrophyllite,ไพโรฟิลไลต์
pyrophyllite,ไพโรฟิลไลต์
pyroxene,ไพรอกซีน
pyroxene,ไพรอกซีน
pyrrhotite,พิร์โรไทต์
pyrrhotite,พิร์โรไทต์
quartz,ควอตซ์
quartz,ควอตซ์
raite,เรไอต์
raite,เรไอต์
rammelsbergite,แรมเมลส์เบอร์ไกต์
rammelsbergite,แรมเมลส์เบอร์ไกต์
ramsdellite,แรมส์เดลไลต์
ramsdellite,แรมส์เดลไลต์
realgar,รีอัลการ์
realgar,รีอัลการ์
renierite,เรเนียไรต์
renierite,เรเนียไรต์
rhabdophane,แรบโดเฟน
rhabdophane,แรบโดเฟน
rheniite,รีนิไอต์
rheniite,รีนิไอต์
rhodizite,โรดิไซต์
rhodizite,โรดิไซต์
rhodochrosite,โรโดโครไซต์
rhodochrosite,โรโดโครไซต์
rhodolite,โรโดไลต์
rhodolite,โรโดไลต์
rhodonite,โรโดไนต์
rhodonite,โรโดไนต์
richterite,ริชเทอไรต์
richterite,ริชเทอไรต์
riebeckite,รีเบกไคต์
riebeckite,รีเบกไคต์
rockbridgeite,ร็อกบริดไจต์
rockbridgeite,ร็อกบริดไจต์
romanechite,โรมาเนไคต์
romanechite,โรมาเนไคต์
rosasite,โรแซไซต์
rosasite,โรแซไซต์
roselite,โรเซไลต์
roselite,โรเซไลต์
rubellite,รูเบลไลต์
rubellite,รูเบลไลต์
ruby,ทับทิม
ruby,ทับทิม
rutile,รูไทล์
rutile,รูไทล์
safflorite,แซฟฟลอไรต์
safflorite,แซฟฟลอไรต์
sainfeldite,เซนเฟลไดต์
sainfeldite,เซนเฟลไดต์
salite,ซาไลต์
salite,ซาไลต์
samarskite,ซามาร์สไกต์
samarskite,ซามาร์สไกต์
sanbornite,แซนบอร์ไนต์
sanbornite,แซนบอร์ไนต์
sanidine,ซานิดีน
sanidine,ซานิดีน
saponite,ซาโพไนต์
saponite,ซาโพไนต์
sapphire,แซปไฟร์
sapphire,แซปไฟร์
sapphirine,แซปไฟรีน
sapphirine,แซปไฟรีน
sard,ซาร์ด
sard,ซาร์ด
sardonyx,ซาร์โดนิกซ์
sardonyx,ซาร์โดนิกซ์
sartorite,ซาร์ทอไรต์
sartorite,ซาร์ทอไรต์
sassolite,แซสโซไลต์
sassolite,แซสโซไลต์
satin spar,ซาทินสปาร์
satin spar,ซาทินสปาร์
saussurite,ซอสซูไรต์
saussurite,ซอสซูไรต์
scapolite,สแกโพไลต์
scapolite,สแกโพไลต์
scheelite,ชีไลต์
scheelite,ชีไลต์
schmitterrite,ชมิตเทอไรต์
schmitterrite,ชมิตเทอไรต์
schorl,ชอร์ล
schorl,ชอร์ล
schorlite,ชอร์ไลต์
schorlite,ชอร์ไลต์
scolecite,สกอลิไซต์
scolecite,สกอลิไซต์
scorodite,สกอโรไดต์
scorodite,สกอโรไดต์
scorzaalite,สกอร์ซาไลต์
scorzaalite,สกอร์ซาไลต์
searlessite,เซิร์ลไซต์
searlessite,เซิร์ลไซต์
selenite,เซเลไนต์
selenite,เซเลไนต์
sellaite,เซลเลไอต์
sellaite,เซลเลไอต์
senarmontite,เซนาร์มอนไทต์
senarmontite,เซนาร์มอนไทต์
sepiolite,ซีพิโอไลต์
sepiolite,ซีพิโอไลต์
serandite,เซอแรนไดต์
serandite,เซอแรนไดต์
sericite,เซริไซต์
sericite,เซริไซต์
serpentine,เซอร์เพนทีน
serpentine,เซอร์เพนทีน
shatuckite,แซตทักไกต์
shatuckite,แซตทักไกต์
shortite,ชอร์ไทต์
shortite,ชอร์ไทต์
siderite,ซิเดอไรต์
siderite,ซิเดอไรต์
sienna,เซียนนา
sienna,เซียนนา
silica,ซิลิกา
silica,ซิลิกา
sillimanite,ซิลลิมาไนต์
sillimanite,ซิลลิมาไนต์
silver,เงิน
silver,เงิน
simpsonite,ซิมป์ซอไนต์
simpsonite,ซิมป์ซอไนต์
sinhalite,ซินฮาไลต์
sinhalite,ซินฮาไลต์
sklodowskite,สกลอดอว์สไกต์
sklodowskite,สกลอดอว์สไกต์
skutterudite,สกุตเทอรูไดต์
skutterudite,สกุตเทอรูไดต์
smaltite,สมอลไทต์
smaltite,สมอลไทต์
smectite,สเมกไทต์
smectite,สเมกไทต์
smithsonite,สมิทซอไนต์
smithsonite,สมิทซอไนต์
sodaniter,โซดาไนเตอร์
sodaniter,โซดาไนเตอร์
sodalite,โซดาไลต์
sodalite,โซดาไลต์
spangolite,สแปนโกไลต์
spangolite,สแปนโกไลต์
sperrylite,สเปอร์ริไลต์
sperrylite,สเปอร์ริไลต์
spessartine,สเปสซาร์ทีน
spessartine,สเปสซาร์ทีน
spessertite,สเปสซาร์ไทต์
spessertite,สเปสซาร์ไทต์
sphaerocobaltite,สฟีโรโคบอลไทต์
sphaerocobaltite,สฟีโรโคบอลไทต์
sphalerite,สฟาเลอไรต์
sphalerite,สฟาเลอไรต์
sphene,สฟีน
sphene,สฟีน
spinel,สปิเนล
spinel,สปิเนล
spodumene,สปอดูมีน
spodumene,สปอดูมีน
spurrite,สเปอร์ไรต์
spurrite,สเปอร์ไรต์
stannite,สแตนไนต์
stannite,สแตนไนต์
stassfurtite,สตัสส์เฟอร์ไทต์
stassfurtite,สตัสส์เฟอร์ไทต์
staurolite,สตอโรไลต์
staurolite,สตอโรไลต์
steatite,สตีไทต์
steatite,สตีไทต์
stellerite,สเตลเลอไรต์
stellerite,สเตลเลอไรต์
stephanite,สเตฟาไนต์
stephanite,สเตฟาไนต์
stibarsen,สติบาร์เซน
stibarsen,สติบาร์เซน
stibiconite,สติบิโคไนต์
stibiconite,สติบิโคไนต์
stibiotantalite,สติบิโอแทนทาไลต์
stibiotantalite,สติบิโอแทนทาไลต์
stibnite,สติบไนต์
stibnite,สติบไนต์
stichtite,สติชไทต์
stichtite,สติชไทต์
stilbite,สติลไบต์
stilbite,สติลไบต์
stishovite,สติโชไวต์
stishovite,สติโชไวต์
strengite,สเตรนไจต์
strengite,สเตรนไจต์
strontianite,สตรอนเชียไนต์
strontianite,สตรอนเชียไนต์
strunzint,สตรันไซต์
strunzint,สตรันไซต์
struverite,สตรูเวอร์ไรต์
struverite,สตรูเวอร์ไรต์
sturmanite,สเตอร์มาไนต์
sturmanite,สเตอร์มาไนต์
suanite,ซูแอไนต์
suanite,ซูแอไนต์
sugilite,ซูจิไลต์
sugilite,ซูจิไลต์
sulphohalite,ซัลโฟเฮไลต์
sulphohalite,ซัลโฟเฮไลต์
sulphur,กำมะถัน
sulphur,กำมะถัน
suolunite,ซูโอลูไนต์
suolunite,ซูโอลูไนต์
susannite,ซูแซนไนต์
susannite,ซูแซนไนต์
suaaexite,ซัสเซไซต์
suaaexite,ซัสเซไซต์
suzorite,ซูซอไรต์
suzorite,ซูซอไรต์
svanbergite,สแวนเบอร์ไจต์
svanbergite,สแวนเบอร์ไจต์
sylvanite,ซิลวาไนต์
sylvanite,ซิลวาไนต์
sylvite,ซิลไวต์
sylvite,ซิลไวต์
symplesite,ซิมพลิไซต์
symplesite,ซิมพลิไซต์
synchysite,ซินคิไซต์
synchysite,ซินคิไซต์
syngenite,ซินเจไนต์
syngenite,ซินเจไนต์
taaffeite,ทาฟ์ไฟต์
taaffeite,ทาฟ์ไฟต์
tachhydrite,แทกไฮไดรต์
tachhydrite,แทกไฮไดรต์
tainiolite,เทนิโอไลต์
tainiolite,เทนิโอไลต์
talc,ทัลก์
talc,ทัลก์
tamarugite,แทเมอรูไกต์
tamarugite,แทเมอรูไกต์
tantalite,แทนทาไลต์
tantalite,แทนทาไลต์
tanzanite,แทนซาไนต์
tanzanite,แทนซาไนต์
tapiolite,แทพิโอไลต์
tapiolite,แทพิโอไลต์
tarbuttite,ทาร์บุตไทต์
tarbuttite,ทาร์บุตไทต์
teallite,ทีลไลต์
teallite,ทีลไลต์
tennantite,เทนแนนไทต์
tennantite,เทนแนนไทต์
tenorite,เทนอไรต์
tenorite,เทนอไรต์
teruggite,เทรุกไกต์
teruggite,เทรุกไกต์
tetrahedrite,เททราฮีไดรต์
tetrahedrite,เททราฮีไดรต์
thaumasite,เทามาไซต์
thaumasite,เทามาไซต์
thenardite,เทนาร์ไดต์
thenardite,เทนาร์ไดต์
thermonatrite,เทอร์โมเนไทรต์
thermonatrite,เทอร์โมเนไทรต์
thomsonite,ทอมซอไนต์
thomsonite,ทอมซอไนต์
thorianite,ทอเรียไนต์
thorianite,ทอเรียไนต์
thorite,ทอไรต์
thorite,ทอไรต์
thorogummite,ทอโรกุม์ไมต์
thorogummite,ทอโรกุม์ไมต์
thulite,ทูไลต์
thulite,ทูไลต์
thuringite,ทูริงไกต์
thuringite,ทูริงไกต์
tinaksite,ทินักไซต์
tinaksite,ทินักไซต์
tincal,ทินคัล
tincal,ทินคัล
tincalconite,ทินคัลโคไนต์
tincalconite,ทินคัลโคไนต์
titanaugite,ไททันออไจต์
titanaugite,ไททันออไจต์
titanite,ไททาไนต์
titanite,ไททาไนต์
titanomagnetite,ไททาโนแมกนีไทต์
titanomagnetite,ไททาโนแมกนีไทต์
topaz,โทแพซ
topaz,โทแพซ
topazolite,โทแพโซไลต์
topazolite,โทแพโซไลต์
torbernite,ทอร์เบอร์ไนต์
torbernite,ทอร์เบอร์ไนต์
toseki,โทะเซะกิ
toseki,โทะเซะกิ
tourmaline,ทัวร์มาลีน
tourmaline,ทัวร์มาลีน
tremolite,เทรโมไลต์
tremolite,เทรโมไลต์
tridymite,ทริดิไมต์
tridymite,ทริดิไมต์
triphylite,ไทรฟิไลต์
triphylite,ไทรฟิไลต์
tripoli,ตริโปลี
tripoli,ตริโปลี
trona,โทรนา
trona,โทรนา
tsavorite,ซาวอไรต์
tsavorite,ซาวอไรต์
tschermakite,เชอร์มาไคต์
tschermakite,เชอร์มาไคต์
tsumebite,ซูเมไบต์
tsumebite,ซูเมไบต์
tunellite,ทูเนลไลต์
tunellite,ทูเนลไลต์
turquoise,เทอร์คอยส์
turquoise,เทอร์คอยส์
tychite,ไทไคต์
tychite,ไทไคต์
tysonite,ไทซอไนต์
tysonite,ไทซอไนต์
tyuyamunite,ทียูยามูไนต์
tyuyamunite,ทียูยามูไนต์
ulexite,ยูเลกไซต์
ulexite,ยูเลกไซต์
ullmannite,อัลล์มันไนต์
ullmannite,อัลล์มันไนต์
unakite,ยูนาไคต์
unakite,ยูนาไคต์
uralborite,อูราลบอไรต์
uralborite,อูราลบอไรต์
uralite,อูราไลต์
uralite,อูราไลต์
uraninite,ยูเรนิไนต์
uraninite,ยูเรนิไนต์
uranocircite,ยูรานอเซอร์ไคต์
uranocircite,ยูรานอเซอร์ไคต์
uranophane,ยูแรโนเฟน
uranophane,ยูแรโนเฟน
uranotantalite,ยูราโนแทนทาไลต์
uranotantalite,ยูราโนแทนทาไลต์
utahlite,ยูทาห์ไลต์
utahlite,ยูทาห์ไลต์
uvarovite,อูวาโรไวต์
uvarovite,อูวาโรไวต์
uvite,ยูไวต์
uvite,ยูไวต์
valentinite,แวเลนทิไนต์
valentinite,แวเลนทิไนต์
vanadinite,วานาดิไนต์
vanadinite,วานาดิไนต์
vanthoffite,แวนต์ฮอฟไฟต์
vanthoffite,แวนต์ฮอฟไฟต์
variscite,วาริสไซต์
variscite,วาริสไซต์
varlamoffite,วาร์ลามอฟไฟต์
varlamoffite,วาร์ลามอฟไฟต์
vauxite,ว็อกไซต์
vauxite,ว็อกไซต์
veatchite,วีต์ไชต์
veatchite,วีต์ไชต์
verdelite,เวอร์ดีไลต์
verdelite,เวอร์ดีไลต์
verdite,เวอร์ไดต์
verdite,เวอร์ไดต์
vermiculite,เวอร์มิคิวไลต์
vermiculite,เวอร์มิคิวไลต์
vernadite,เวอร์แนไดต์
vernadite,เวอร์แนไดต์
vesuvianite,วีซูเวียไนต์
vesuvianite,วีซูเวียไนต์
violaite,ไวโอลาไอต์
violaite,ไวโอลาไอต์
violan,ไวโอลาน
violan,ไวโอลาน
violarite,ไวโอลาไรต์
violarite,ไวโอลาไรต์
vivianite,วิเวียไนต์
vivianite,วิเวียไนต์
volborthite,วอลบอร์ไทต์
volborthite,วอลบอร์ไทต์
vonsenite,วอนเซไนต์
vonsenite,วอนเซไนต์
wairakite,ไวราไคต์
wairakite,ไวราไคต์
walpurgite,วอลเพอร์ไจต์
walpurgite,วอลเพอร์ไจต์
wardite,วอร์ไดต์
wardite,วอร์ไดต์
wavellite,เวเวลไลต์
wavellite,เวเวลไลต์
weloganite,เวโลกาไนต์
weloganite,เวโลกาไนต์
wernerite,เวอร์เนอไรต์
wernerite,เวอร์เนอไรต์
whewellite,ฮีเวลไลต์
whewellite,ฮีเวลไลต์
whiteite,ไวไทต์
whiteite,ไวไทต์
whitlockite,วิตล็อกไทต์
whitlockite,วิตล็อกไทต์
willemite,วิลเลไมต์
willemite,วิลเลไมต์
witherite,วิเทอไรต์
witherite,วิเทอไรต์
wolfeite,วุลไฟต์
wolfeite,วุลไฟต์
wolframite,วุลแฟรไมต์
wolframite,วุลแฟรไมต์
wollastonite,โวลลาสโทไนต์
wollastonite,โวลลาสโทไนต์
woodhouseite,วุดเฮาไซต์
woodhouseite,วุดเฮาไซต์
wuestite,วูสไทต์
wuestite,วูสไทต์
wustite,วูสไทต์
wustite,วูสไทต์
wulfenite,วุลฟีไนต์
wulfenite,วุลฟีไนต์
wurtzite,เวิร์ตไซต์
wurtzite,เวิร์ตไซต์
xenotime,ซีโนไทม์
xenotime,ซีโนไทม์
xonotlite,โซโนตไลต์
xonotlite,โซโนตไลต์
yttrotantalite,อิตโทรแทนทาไลต์
yttrotantalite,อิตโทรแทนทาไลต์
yuksporite,ยุกสพอไรต์
yuksporite,ยุกสพอไรต์
zeolite,ซีโอไลต์
zeolite,ซีโอไลต์
zeunerite,ซูเนอไรต์
zeunerite,ซูเนอไรต์
zinc blende,ซิงก์เบลนด์
zinc blende,ซิงก์เบลนด์
zincite,ซิงไซต์
zincite,ซิงไซต์
zinkenite,ซิงเคไนต์
zinkenite,ซิงเคไนต์
zinkite,ซิงไคต์
zinkite,ซิงไคต์
zinwaldite,ซินน์วอลไดต์
zinwaldite,ซินน์วอลไดต์
zippeite,ซิป์เพไอต์
zippeite,ซิป์เพไอต์
zircon,เซอร์คอน
zircon,เซอร์คอน
zirconnia,เซอร์โคเนีย
zirconnia,เซอร์โคเนีย
zoisite,ซอยไซต์
zoisite,ซอยไซต์
plum,พลัม
plum,พลัม
prune,พรูน
prune,พรูน
upgrade,อัปเกรด
upgrade,อัปเกรด
cashew,แคชูว์
cashew,แคชูว์
cashew nut,แคชูว์นัต
cashew nut,แคชูว์นัต
citric,ซิทริก
citric,ซิทริก
omega 3,โอเมกา 3
omega 3,โอเมกา 3
vitamin B 1,วิตามินบี 1
vitamin B 1,วิตามินบี 1
popcorn,พ็อปคอร์น
popcorn,พ็อปคอร์น
popular,พ็อปพิวลาร์
popular,พ็อปพิวลาร์
generation,เจเนอเรชัน
generation,เจเนอเรชัน
wine,ไวน์
wine,ไวน์
cordylite,คอร์ดิไลต์
cordylite,คอร์ดิไลต์
beraunite,เบอเราไนต์
beraunite,เบอเราไนต์
active,แอ็กทิฟ
active,แอ็กทิฟ
mouth,เมาท์
mouth,เมาท์
prototype,โพรโทไทป์
prototype,โพรโตไทป์
prototype,โพรโทไทป์
prototype,โพรโตไทป์
healthy,เฮลที
healthy,เฮลที
aquarium,อะแควเรียม
aquarium,อะแควเรียม
projector,โพรเจกเตอร์
projector,โพรเจกเตอร์
carnation,คาร์เนชัน
carnation,คาร์เนชัน
Mercury,เมอร์คิวรี
Mercury,เมอร์คิวรี
design,ดิไซน์
design,ดิไซน์
designer,ดิไซเนอร์
designer,ดิไซเนอร์
alloy,อัลลอย
alloy,แอลลอย
alloy,อัลลอย
alloy,แอลลอย
remote control,ริโมตคอนโทรล
remote control,ริโมตคอนโทรล
passport,พาสปอร์ต
passport,พาสปอร์ต
live,ไลฟ์
live,ลิฟ
live,ไลฟ์
live,ลิฟ
dose,โดส
dose,โดส
e-commerce,อีคอมเมิร์ซ
e-commerce,อีคอมเมิร์ซ
quarantine,ควอรันทีน
quarantine,ควอรันทีน
lip balm,ลิปบาล์ม
lip balm,ลิปบาล์ม
collagen,คอลลาเจน
collagen,คอลลาเจน
logistics,โลจิสติกส์
logistics,โลจิสติกส์
salmon,แซมอน
salmon,แซมอน
salmon,แซลมอน
campaign,แคมเพน
campaign,แคมเพน
part-time,พาร์ตไทม์
part-time,พาร์ตไทม์
necktie,เนกไท
necktie,เน็กไท
necktie,เนกไท
necktie,เน็กไท
sticker,สติกเกอร์
sticker,สติกเกอร์
amazing,อะเมซิง
amazing,อะเมซิง
campus,แคมปัส
campus,แคมปัส
partner,พาร์ตเนอร์
partner,พาร์ตเนอร์
cholesterol,คอเลสเตอรอล
cholesterol,คอเลสเตอรอล
pack,แพ็ก
pack,แพ็ก
dumbbell,ดัมบ์เบล
dumbbell,ดัมบ์เบล
picture,พิกเชอร์
picture,พิกเชอร์
gift voucher,กิฟต์เวาเชอร์
gift voucher,กิฟต์เวาเชอร์
connection,คอนเน็กชัน
connection,คอนเน็กชัน
edition,อิดิชัน
edition,อิดิชัน
editor,เอดิเตอร์
editor,เอดิเตอร์
square root,สแควร์รูต
square root,สแควร์รูต
break,เบรก
break,เบรก
infographic,อินโฟกราฟิก
infographic,อินโฟกราฟิก
fast food,ฟาสต์ฟูด
fast food,ฟาสต์ฟูด
six pack,ซิกซ์แพ็ก
six pack,ซิกซ์แพ็ก
cortisol,คอร์ติซอล
cortisol,คอร์ติซอล
weight training,เวตเทรนนิง
weight training,เวตเทรนนิง
network,เน็ตเวิร์ก
network,เน็ตเวิร์ก
wi-fi,ไวฟาย
wi-fi,วายฟาย
wi-fi,ไวฟาย
wi-fi,วายฟาย
spec,สเป็ก
spec,สเป็ก
lactic,แล็กติก
lactic,แล็กติก
enjoy,อินจอย
enjoy,อินจอย
health,เฮลท์
health,เฮลท์
shop,ชอป
shop,ช็อป
shop,ชอป
shop,ช็อป
shopping,ชอปปิง
shopping,ช็อปปิง
shopping,ชอปปิง
shopping,ช็อปปิง
hypothalamus,ไฮโพทาลามัส
hypothalamus,ไฮโพทาลามัส
greencheeked,กรีนชีกต์
greencheeked,กรีนชีกต์
champ,แชมป์
champ,แชมป์
championship,แชมเปียนชิป
championship,แชมเปียนชิป
supreme,ซูพรีม
supreme,ซูพรีม
package,แพ็กเกจ
package,แพ็กเกจ
packaging,แพ็กเกจจิง
packaging,แพ็กเกจจิง
falcon,ฟอลคอน
falcon,ฟาลคอน
falcon,ฟอลคอน
falcon,ฟาลคอน
soldier,โซลเจอร์
soldier,โซลเจอร์
video,วิดีโอ
video,วิดีโอ
video call,วิดีโอคอล
video call,วิดีโอคอล
whipping cream,วิปปิงครีม
whipping cream,วิปปิงครีม
prop,พร็อป
prop,พร็อป
date,เดต
date,เดต
peak,พีก
peak,พีก
treatment,ทรีตเมนต์
treatment,ทรีตเมนต์
lactate,แล็กเทต
lactate,แล็กเตต
lactate,แล็กเทต
lactate,แล็กเตต
extreme,เอ็กซ์ตรีม
extreme,เอ็กซ์ตรีม
snowboard,สโนว์บอร์ด
snowboard,สโนว์บอร์ด
highlight,ไฮไลต์
highlight,ไฮไลต์
center,เซนเตอร์
center,เซนเตอร์
centre,เซนเตอร์
centre,เซนเตอร์
item,ไอเทม
item,ไอเทม
Charles,ชาลส์
Charles,ชาลส์
walk,วอล์ก
walk,วอล์ก
walk-in,วอล์กอิน
walk-in,วอล์กอิน
walk out,วอล์กเอาต์
walk out,วอล์กเอาต์
sorbet,ซอร์เบต์
sorbet,ซอร์เบต์
nursery,เนิร์สเซอรี
nursery,เนิร์สเซอรี
crystal,คริสตัล
crystal,คริสตัล
mug,มัก
mug,มัก
weight,เวต
weight,เวต
slag,สแล็ก
slag,สแล็ก
magazine,แมกาซีน
magazine,แมกาซีน
soundtrack,ซาวนด์แทร็ก
soundtrack,ซาวนด์แทร็ก
sauna,เซานา
sauna,เซานา
power,พาวเวอร์
power,พาวเวอร์
background,แบ็กกราวนด์
background,แบ็กกราวนด์
paprika,พาพรีกา
paprika,พาพรีกา
abscisic acid,กรดแอบซิซิก
abscisic acid,กรดแอบซิซิก
gallic acid,กรดแกลลิก
gallic acid,กรดแกลลิก
cytokinin,ไซโทไคนิน
cytokinin,ไซโทไคนิน
crap,คาร์ป
crap,คาร์ป
Streptococcus,สเตร็ปโทค็อกคัส
Streptococcus,สเตร็ปโทค็อกคัส
double volume,ดับเบิลวอลูม
double volume,ดับเบิลวอลูม
war room,วอร์รูม
war room,วอร์รูม
aerobic,แอโรบิก
aerobic,เอโรบิก
aerobic,แอโรบิก
aerobic,เอโรบิก
cardio,คาร์ดีโอ
cardio,คาร์ดีโอ
aroma,อะโรมา
aroma,อะโรมา
order,ออร์เดอร์
order,ออร์เดอร์
template,เทมเพลต
template,เทมเพล็ต
template,เทมเพลต
template,เทมเพล็ต
wallpaper,วอลล์เพเปอร์
wallpaper,วอลล์เพเปอร์
site,ไซต์
site,ไซต์
Python,ไพทอน
Python,ไพทอน
healthcare,เฮลท์แคร์
healthcare,เฮลท์แคร์
technic,เทคนิค
technic,เทคนิค
stainless,สเตนเลส
stainless,สเตนเลส
characterization,แครักเตอไรเซชัน
characterization,แครักเตอไรเซชัน
pycnometer,พิกโนมิเตอร์
pycnometer,พิกโนมิเตอร์
local,โลคัล
local,โลคัล
bakery,เบเกอรี
bakery,เบเกอรี
volume,วอลูม
volume,วอลูม
immunoglobulin,อิมมิวโนโกลบิวลิน
immunoglobulin,อิมมิวโนโกลบิวลิน
bully,บุลลี
bully,บุลลี
exercise,เอ็กเซอร์ไซส์
exercise,เอ็กเซอร์ไซส์
feature,ฟีเชอร์
feature,ฟีเชอร์
culture,คัลเชอร์
culture,คัลเชอร์
nature,เนเชอร์
nature,เนเชอร์
genre,ช็องเรอ
genre,ช็องเรอ
sale,เซล
sale,เซล
shine,ไชน์
shine,ไชน์
rewind,รีไวนด์
rewind,รีไวนด์
Microsoft,ไมโครซอฟท์
